instance;numRes;cmax;tminSGS;tmin;tmax;networkComplexity;resourceFactor;resourceStrength
j308_1;4;0;44;44;44;1.5;0.476563;1
j308_10;4;0;67;67;67;1.5;0.476563;1
j308_2;4;0;51;51;51;1.5;0.476563;1
j308_3;4;0;53;53;53;1.5;0.476563;1
j308_4;4;0;48;48;48;1.5;0.476563;1
j308_5;4;0;58;58;58;1.5;0.476563;1
j308_6;4;0;47;47;47;1.5;0.476563;1
j308_7;4;0;41;41;41;1.5;0.476563;1
j308_8;4;0;51;51;51;1.5;0.476563;1
j308_9;4;0;39;39;39;1.5;0.476563;1
j309_1;4;369.5;63;55;100;1.5;0.710938;0.205098
j309_10;4;362;64;63;102;1.5;0.710938;0.201534
j309_2;4;437.5;65;45;109;1.5;0.710938;0.181309
j309_3;4;334.5;63;48;90;1.5;0.710938;0.205662
j309_4;4;354.5;60;52;83;1.5;0.710938;0.191702
j309_5;4;177.5;55;53;85;1.5;0.710938;0.197487
j309_6;4;286.5;58;47;71;1.5;0.710938;0.200028
j309_7;4;314;56;41;84;1.5;0.710938;0.19916
j309_8;4;431.5;73;54;108;1.5;0.710938;0.202012
j309_9;4;351;48;37;85;1.5;0.710938;0.189635
