instance;numRes;cmax;tminSGS;tmin;tmax;networkComplexity;resourceFactor;resourceStrength
j1204_10;4;205;77;77;81;1.5;0.245902;0.402233
j1204_2;4;187;107;107;107;1.5;0.245902;0.402507
j1204_3;4;222.5;91;91;96;1.5;0.245902;0.382657
j1204_4;4;187;75;75;84;1.5;0.245902;0.393695
j1204_5;4;266;74;74;85;1.5;0.245902;0.392824
j1204_6;4;209.5;85;85;105;1.5;0.245902;0.404506
j1204_7;4;278.5;83;81;87;1.5;0.245902;0.391765
j1204_8;4;133.5;90;90;90;1.5;0.245902;0.404726
j1204_9;4;206.5;79;79;82;1.5;0.245902;0.393849
j12050_1;4;242.5;116;116;130;2.10656;0.493852;0.500523
j12050_10;4;409;106;103;126;2.10656;0.493852;0.490465
j12050_2;4;400;112;112;126;2.10656;0.493852;0.495473
j12050_3;4;310;111;111;117;2.10656;0.493852;0.500654
j12050_4;4;317.5;94;94;116;2.10656;0.493852;0.510107
j12050_5;4;322.5;100;100;120;2.10656;0.493852;0.502466
j12050_6;4;245;102;102;113;2.10656;0.493852;0.5
j12050_7;4;251.5;137;137;144;2.10656;0.493852;0.5
j12050_8;4;340.5;112;112;119;2.10656;0.493852;0.502062
j12050_9;4;324.5;101;101;115;2.10656;0.493852;0.498377
j12051_1;4;2727;168;100;265;2.10656;0.737705;0.102018
j12051_10;4;2737;191;108;295;2.10656;0.737705;0.102797
j12051_2;4;2572;180;92;282;2.10656;0.737705;0.10661
j12051_3;4;2684.5;181;93;281;2.10656;0.737705;0.104693
j12051_4;4;2755.5;184;91;275;2.10656;0.737705;0.10364
j12051_5;4;2910.5;191;102;298;2.10656;0.737705;0.0998804
j12051_6;4;2632;180;104;279;2.10656;0.737705;0.101035
j12051_7;4;2597.5;164;91;273;2.10656;0.737705;0.100144
j12051_8;4;2757.5;168;85;276;2.10656;0.737705;0.102098
j12051_9;4;2701;181;104;272;2.10656;0.737705;0.0983142
j12052_1;4;1689;147;113;224;2.10656;0.737705;0.204102
j12052_10;4;1944.5;126;91;182;2.10656;0.737705;0.197915
j12052_2;4;1964;155;111;234;2.10656;0.737705;0.193307
j12052_3;4;1447;119;102;163;2.10656;0.737705;0.203505
j12052_4;4;2092.5;145;113;215;2.10656;0.737705;0.203311
j12052_5;4;1770.5;152;113;212;2.10656;0.737705;0.197382
j12052_6;4;2482;169;118;250;2.10656;0.737705;0.202757
j12052_7;4;2014;122;95;182;2.10656;0.737705;0.200607
j12052_8;4;1900.5;149;114;204;2.10656;0.737705;0.200329
j12052_9;4;2084.5;132;88;194;2.10656;0.737705;0.202813
j12053_1;4;1375;135;123;181;2.10656;0.737705;0.303326
j12053_10;4;1594;122;111;161;2.10656;0.737705;0.300818
j12053_2;4;1232;110;108;142;2.10656;0.737705;0.301144
j12053_3;4;1059;116;103;149;2.10656;0.737705;0.297006
j12053_4;4;1369;138;117;186;2.10656;0.737705;0.301004
j12053_5;4;1134.5;108;96;142;2.10656;0.737705;0.300068
j12053_6;4;1183.5;94;79;134;2.10656;0.737705;0.303387
j12053_7;4;1074.5;116;116;151;2.10656;0.737705;0.301892
j12053_8;4;1433.5;121;103;168;2.10656;0.737705;0.298533
j12053_9;4;1538;156;130;221;2.10656;0.737705;0.299111
j12054_1;4;783;106;98;135;2.10656;0.737705;0.398923
j12054_10;4;697;105;100;132;2.10656;0.737705;0.405162
j12054_2;4;657.5;134;134;147;2.10656;0.737705;0.39993
j12054_3;4;1090.5;112;111;131;2.10656;0.737705;0.404829
j12054_4;4;795;119;119;151;2.10656;0.737705;0.396389
j12054_5;4;1382;104;92;136;2.10656;0.737705;0.400397
j12054_6;4;1048;100;100;128;2.10656;0.737705;0.396542
j12054_7;4;819;105;98;138;2.10656;0.737705;0.403716
j12054_8;4;1086;100;89;124;2.10656;0.737705;0.400302
j12054_9;4;962;95;95;132;2.10656;0.737705;0.401794
j12055_1;4;578;99;99;119;2.10656;0.737705;0.5
j12055_10;4;604;100;100;116;2.10656;0.737705;0.493279
j12055_2;4;530;84;83;101;2.10656;0.737705;0.500714
j12055_3;4;454;126;126;135;2.10656;0.737705;0.502907
j12055_4;4;627.5;90;90;111;2.10656;0.737705;0.505327
j12055_5;4;687;106;106;120;2.10656;0.737705;0.502499
j12055_6;4;768;103;98;121;2.10656;0.737705;0.498163
j12055_7;4;574;114;105;125;2.10656;0.737705;0.501667
j12055_8;4;771;101;101;125;2.10656;0.737705;0.502198
j12055_9;4;611.5;94;94;124;2.10656;0.737705;0.497951
j12056_1;4;3736;183;95;298;2.10656;0.983607;0.101744
j12056_10;4;3926.5;210;102;332;2.10656;0.983607;0.0981908
j12056_2;4;3440.5;159;87;254;2.10656;0.983607;0.100884
j12056_3;4;4197;200;93;297;2.10656;0.983607;0.0973444
j12056_4;4;3746;168;86;267;2.10656;0.983607;0.101648
j12056_5;4;4331.5;219;117;346;2.10656;0.983607;0.101468
j12056_6;4;3801.5;180;95;268;2.10656;0.983607;0.10155
j12056_7;4;3969.5;213;117;352;2.10656;0.983607;0.0998573
j12056_8;4;4496.5;217;99;372;2.10656;0.983607;0.0987013
j12056_9;4;4760;232;101;364;2.10656;0.983607;0.0974108
j12057_1;4;3327;158;114;227;2.10656;0.983607;0.200018
j12057_10;4;2632.5;146;121;196;2.10656;0.983607;0.197327
j12057_2;4;2562;136;104;201;2.10656;0.983607;0.197045
j12057_3;4;3075;165;115;238;2.10656;0.983607;0.197488
j12057_4;4;3216;171;120;247;2.10656;0.983607;0.199324
j12057_5;4;3293.5;151;96;215;2.10656;0.983607;0.199623
j12057_6;4;3174;149;99;242;2.10656;0.983607;0.203287
j12057_7;4;2736;148;115;206;2.10656;0.983607;0.196695
j12057_8;4;3168.5;138;86;204;2.10656;0.983607;0.203123
j12057_9;4;3005.5;152;108;217;2.10656;0.983607;0.197459
j12058_1;4;1613;128;121;172;2.10656;0.983607;0.299912
j12058_10;4;1802;111;98;164;2.10656;0.983607;0.300342
j12058_2;4;2315;126;106;164;2.10656;0.983607;0.301155
j12058_3;4;2199;108;91;153;2.10656;0.983607;0.297956
j12058_4;4;2489;122;98;168;2.10656;0.983607;0.302117
j12058_5;4;1639.5;116;101;149;2.10656;0.983607;0.304654
j12058_6;4;2357;140;103;188;2.10656;0.983607;0.299564
j12058_7;4;2145.5;132;114;185;2.10656;0.983607;0.298806
j12058_8;4;2761.5;130;99;166;2.10656;0.983607;0.303001
j12058_9;4;2716;117;92;152;2.10656;0.983607;0.302792
j12059_1;4;1326;111;102;132;2.10656;0.983607;0.3972
j12059_10;4;1303;113;106;162;2.10656;0.983607;0.393979
j12059_2;4;1271.5;102;90;123;2.10656;0.983607;0.39949
j12059_3;4;1276.5;117;108;137;2.10656;0.983607;0.398042
j12059_4;4;1085.5;107;107;128;2.10656;0.983607;0.396881
j12059_5;4;1724;109;97;134;2.10656;0.983607;0.399836
j12059_6;4;1536.5;112;103;146;2.10656;0.983607;0.400689
j12059_7;4;1723;95;90;133;2.10656;0.983607;0.402911
j12059_8;4;1398;98;98;128;2.10656;0.983607;0.399407
j12059_9;4;1142;112;112;143;2.10656;0.983607;0.400802
j1205_1;4;93.5;92;92;92;1.5;0.245902;0.507604
j1205_10;4;132;92;92;101;1.5;0.245902;0.513768
j1205_2;4;134;80;80;85;1.5;0.245902;0.5021
j1205_3;4;145.5;72;72;75;1.5;0.245902;0.519895
j1205_4;4;158;97;97;97;1.5;0.245902;0.497449
j1205_5;4;161;77;77;79;1.5;0.245902;0.500858
j1205_6;4;144;88;88;89;1.5;0.245902;0.49345
j1205_7;4;144;84;84;87;1.5;0.245902;0.493677
j1205_8;4;173.5;78;78;86;1.5;0.245902;0.503205
j1205_9;4;119;106;106;113;1.5;0.245902;0.5
j12060_1;4;928;101;101;117;2.10656;0.983607;0.501294
j12060_10;4;804.5;85;85;108;2.10656;0.983607;0.498288
j12060_2;4;726;83;81;98;2.10656;0.983607;0.504525
j12060_3;4;1029.5;81;81;106;2.10656;0.983607;0.500054
j12060_4;4;937;101;101;130;2.10656;0.983607;0.498188
j12060_5;4;828;99;96;129;2.10656;0.983607;0.501839
j12060_6;4;949.5;110;110;124;2.10656;0.983607;0.498288
j12060_7;4;1210;90;84;113;2.10656;0.983607;0.498288
j12060_8;4;674;101;101;113;2.10656;0.983607;0.500913
j12060_9;4;1156.5;101;101;119;2.10656;0.983607;0.497367
j1206_1;4;1564.5;121;75;199;1.5;0.493852;0.0962877
j1206_10;4;2030.5;147;93;221;1.5;0.493852;0.102404
j1206_2;4;1716.5;120;72;173;1.5;0.493852;0.098244
j1206_3;4;1676;120;85;174;1.5;0.493852;0.102732
j1206_4;4;1219;135;98;214;1.5;0.493852;0.0954878
j1206_5;4;1524;110;72;194;1.5;0.493852;0.0965457
j1206_6;4;2004;136;71;206;1.5;0.493852;0.100301
j1206_7;4;1851;141;112;212;1.5;0.493852;0.0992975
j1206_8;4;1649.5;141;103;195;1.5;0.493852;0.0987289
j1206_9;4;2076.5;141;87;210;1.5;0.493852;0.100263
j1207_1;4;1353;97;76;131;1.5;0.493852;0.198326
j1207_10;4;1210.5;103;84;150;1.5;0.493852;0.199879
j1207_2;4;990.5;112;98;148;1.5;0.493852;0.199777
j1207_3;4;1019.5;99;90;140;1.5;0.493852;0.198435
j1207_4;4;1120;98;85;137;1.5;0.493852;0.206296
j1207_5;4;1656;113;87;168;1.5;0.493852;0.191964
j1207_6;4;1243;114;96;156;1.5;0.493852;0.20207
j1207_7;4;1344;114;93;153;1.5;0.493852;0.199891
j1207_8;4;1060;89;65;127;1.5;0.493852;0.194498
j1207_9;4;1125.5;90;79;114;1.5;0.493852;0.198287
j1208_1;4;1010;98;95;117;1.5;0.493852;0.304089
j1208_10;4;880;92;83;122;1.5;0.493852;0.303878
j1208_2;4;1187.5;107;90;131;1.5;0.493852;0.303061
j1208_3;4;828.5;96;88;123;1.5;0.493852;0.296468
j1208_4;4;881;98;89;126;1.5;0.493852;0.29861
j1208_5;4;929.5;97;91;127;1.5;0.493852;0.300927
j1208_6;4;819.5;93;82;116;1.5;0.493852;0.303988
j1208_7;4;1007;87;87;112;1.5;0.493852;0.305719
j1208_8;4;887.5;87;87;107;1.5;0.493852;0.298419
j1208_9;4;1066;89;83;114;1.5;0.493852;0.300713
j1209_1;4;706.5;97;88;110;1.5;0.493852;0.396014
j1209_10;4;802.5;84;84;97;1.5;0.493852;0.40244
j1209_2;4;615;94;94;112;1.5;0.493852;0.402513
j1209_3;4;557;88;87;101;1.5;0.493852;0.398405
j1209_4;4;636;84;80;106;1.5;0.493852;0.402637
j1209_5;4;350;114;114;114;1.5;0.493852;0.395955
j1209_6;4;614;98;98;119;1.5;0.493852;0.393763
j1209_7;4;686;81;80;94;1.5;0.493852;0.40315
j1209_8;4;527.5;86;80;92;1.5;0.493852;0.400331
j1209_9;4;416.5;87;87;102;1.5;0.493852;0.408009
